,Anchors,Precisions,Classes,Predicted Sales,Sales,Dates
75,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '3.00 < Month <= 5.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2011.00']",0.7531645569620253,4.0,7014.3906,6228.0,2015-04-30
76,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < Month <= 5.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2011.00']",0.7234206471494607,4.0,6487.33,5775.0,2015-04-29
77,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 2.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Month <= 8.00']",0.7644404332129964,4.0,6567.307,5199.0,2015-04-28
78,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '3.00 < Month <= 5.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', '0.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 0.00', 'DayOfWeek <= 1.00', 'Promo2SinceWeek <= 0.00', 'Assortment <= 1.00']",0.7556053811659192,5.0,7698.9043,5575.0,2015-04-27
79,"['Promo <= 0.00', 'Assortment <= 1.00', '5.00 < DayOfWeek <= 6.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 3.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2013.00']",0.7956989247311828,2.0,3947.932,4318.0,2015-04-25
80,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '3.00 < Month <= 5.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00', 'DayOfWeek <= 5.00', 'PromoOpen > 48.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6924281984334204,3.0,4558.689,3198.0,2015-04-24
81,"['Assortment <= 1.00', 'Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek > 3.00', 'Promo2SinceYear <= 2013.00', '3.00 < Month <= 10.00']",0.7459708365310821,2.0,4411.243,3076.0,2015-04-23
82,"['Assortment <= 1.00', 'Promo <= 0.00', '2.00 < DayOfWeek <= 6.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', 'Month <= 10.00', 'CompetitionOpenSinceMonth <= 9.00']",0.7419986936642717,2.0,4430.5317,3319.0,2015-04-22
83,"['Promo <= 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2009.00', '70.00 < CompetitionOpen <= 107.00', '3.00 < Month <= 5.00', 'DayOfWeek <= 2.00', '870.00 < CompetitionDistance <= 10690.00', 'PromoOpen > 48.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00']",0.7471466198419666,3.0,4556.0503,3037.0,2015-04-21
84,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '2.00 < Month <= 5.00', 'PromoOpen > 24178.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00']",0.8006042296072508,3.0,4910.976,3722.0,2015-04-20
85,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 3.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2009.00']",0.8026868178001679,2.0,4024.1091,4594.0,2015-04-18
86,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'DayOfWeek > 4.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24171.00', '3.00 < Month <= 6.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00']",0.783303730017762,4.0,5993.827,4718.0,2015-04-17
87,"['870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek > 2.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', '3.00 < Month <= 8.00']",0.7709923664122137,4.0,5990.7695,4116.0,2015-04-16
88,"['870.00 < CompetitionDistance <= 2960.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '2.00 < DayOfWeek <= 5.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 2011.00', '3.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 29.00']",0.744927536231884,4.0,5954.1226,4110.0,2015-04-15
89,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '1.00 < DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 0.00', 'Month <= 6.00']",0.7674418604651163,4.0,6568.1025,4648.0,2015-04-14
90,"['0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 2960.00', 'PromoOpen > 24168.75', 'DayOfWeek <= 1.00', '3.00 < Month <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'Promo2SinceWeek <= 5.00', 'Promo2SinceYear <= 0.00', 'CompetitionOpen > 70.00']",0.7558569667077681,5.0,7732.44,5377.0,2015-04-13
91,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.8296812749003984,2.0,4034.429,4173.0,2015-04-11
92,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek <= 5.00', 'PromoOpen > 24178.00', '3.00 < Month <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00']",0.7064873417721519,3.0,4706.454,3549.0,2015-04-10
93,"['Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 2960.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '3.00 < Month <= 5.00', '70.00 < CompetitionOpen <= 24171.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00']",0.6745762711864407,3.0,4715.518,3467.0,2015-04-09
94,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '2.00 < DayOfWeek <= 3.00', 'PromoOpen > 10.50', '3.00 < Month <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2009.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00']",0.6721149083704805,3.0,4841.2744,4194.0,2015-04-08
95,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 3.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '3.00 < Month <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 2011.00']",0.680905815748842,3.0,5586.5537,4163.0,2015-04-07
96,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', 'PromoOpen > 24160.25', '3.00 < Month <= 5.00', 'Promo2SinceYear <= 2009.00', 'DayOfWeek <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.5797101449275363,3.0,5382.1665,6709.0,2015-04-04
97,"['PromoOpen > 24178.00', 'Promo > 0.00', 'CompetitionDistance > 870.00', '3.00 < DayOfWeek <= 5.00', '3.00 < Month <= 6.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2013.00']",0.5637467476149176,5.0,7601.327,6574.0,2015-04-02
98,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '3.00 < Month <= 5.00', '870.00 < CompetitionDistance <= 10690.00', '1.00 < DayOfWeek <= 3.00', 'CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'Assortment <= 3.00']",0.5865724381625441,5.0,7494.264,6816.0,2015-04-01
99,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '1.00 < DayOfWeek <= 2.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 2960.00', '2.00 < Month <= 3.00', '3.00 < CompetitionOpenSinceMonth <= 10.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2011.00']",0.6610909090909091,5.0,7096.6997,6206.0,2015-03-31
100,"['PromoOpen > 24178.00', 'Promo > 0.00', 'Month <= 3.00', '870.00 < CompetitionDistance <= 2960.00', 'CompetitionOpen > 70.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7769058295964125,5.0,7770.1597,6714.0,2015-03-30
101,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 3.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.82,2.0,4166.2734,5208.0,2015-03-28
102,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Month <= 3.00', 'PromoOpen > 24178.00', 'Assortment <= 1.00', '4.00 < DayOfWeek <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00']",0.7636594663278272,3.0,4964.296,4005.0,2015-03-27
103,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'Month <= 3.00', 'PromoOpen > 24168.75', '1.00 < DayOfWeek <= 4.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 10.00']",0.6252856054836253,3.0,4573.11,3932.0,2015-03-26
104,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '2.00 < DayOfWeek <= 4.00', 'Month <= 3.00', 'PromoOpen > 48.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00']",0.5809968847352025,3.0,4556.85,3531.0,2015-03-25
105,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 3.00', 'PromoOpen > 24168.75', 'Month <= 3.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'Assortment <= 1.00']",0.6068633353401566,3.0,4594.346,3547.0,2015-03-24
106,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', 'PromoOpen > 24178.00', '2.00 < Month <= 3.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'Assortment <= 1.00']",0.7694974003466204,3.0,5065.5747,3565.0,2015-03-23
107,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', '70.00 < CompetitionOpen <= 24171.00', 'Promo2SinceYear <= 0.00', '870.00 < CompetitionDistance <= 1700.00']",0.7934973637961336,2.0,4048.9253,3909.0,2015-03-21
108,"['870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek > 4.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < Month <= 6.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2009.00', 'PromoOpen > 24178.00']",0.7608494921514312,4.0,5875.349,4057.0,2015-03-20
109,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 6.00', 'Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', '2.00 < Month <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 29.00']",0.7469879518072289,4.0,5831.721,4748.0,2015-03-19
110,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', '2.00 < Month <= 3.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2009.00', 'PromoOpen > 24160.25']",0.7867078825347759,4.0,5893.737,3858.0,2015-03-18
111,"['870.00 < CompetitionDistance <= 2960.00', 'Promo > 0.00', '1.00 < DayOfWeek <= 2.00', 'Month <= 3.00', 'Assortment <= 1.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2011.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 29.00']",0.75211701308699,4.0,6432.9155,4806.0,2015-03-17
112,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 5.00', 'Promo2SinceYear <= 0.00', '70.00 < CompetitionOpen <= 107.00', 'DayOfWeek <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 3.00', 'Promo2SinceWeek <= 35.00']",0.7644444444444445,5.0,7653.576,5695.0,2015-03-16
113,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek <= 5.00']",0.802646085997795,2.0,4139.2173,5225.0,2015-03-14
114,"['Assortment <= 1.00', 'Promo <= 0.00', '2.00 < Month <= 3.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', '4.00 < DayOfWeek <= 5.00', 'Promo2SinceWeek <= 14.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 0.00']",0.7343078245915735,3.0,4949.86,3725.0,2015-03-13
115,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'DayOfWeek <= 4.00', 'PromoOpen > 48.00', 'Month <= 3.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 5.00']",0.6529507309149973,3.0,4573.9907,3141.0,2015-03-12
116,"['CompetitionDistance > 870.00', 'Promo <= 0.00', 'Month <= 3.00', '1.00 < DayOfWeek <= 3.00', 'PromoOpen > 24160.25', '70.00 < CompetitionOpen <= 24171.00', 'CompetitionOpenSinceMonth <= 9.00']",0.6005733397037745,3.0,4602.4346,4170.0,2015-03-11
117,"['Promo <= 0.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 10690.00', 'DayOfWeek <= 2.00', 'PromoOpen > 48.00', '2.00 < Month <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00']",0.7692307692307693,3.0,4603.22,3805.0,2015-03-10
118,"['Promo <= 0.00', 'Promo2SinceYear <= 0.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 2960.00', 'DayOfWeek <= 1.00', '2.00 < Month <= 8.00', 'CompetitionOpen > 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00']",0.7652671755725191,3.0,5007.579,3701.0,2015-03-09
119,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 0.00', '870.00 < CompetitionDistance <= 1700.00']",0.7636655948553055,2.0,4139.2173,4592.0,2015-03-07
120,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < DayOfWeek <= 6.00', 'Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', '2.00 < Month <= 3.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 24178.00']",0.7119675456389453,4.0,5994.1074,5397.0,2015-03-06
121,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 5.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < Month <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 29.00']",0.7417582417582418,4.0,5956.2583,4419.0,2015-03-05
122,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2013.00', '2.00 < Month <= 8.00']",0.7940119760479042,4.0,6035.5234,5568.0,2015-03-04
123,"['6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 5.00', '1.00 < DayOfWeek <= 2.00', 'Promo > 0.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', 'PromoOpen > 29.00']",0.750186428038777,4.0,6556.4917,5451.0,2015-03-03
124,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '2.00 < Month <= 5.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'DayOfWeek <= 1.00', 'Assortment <= 3.00']",0.7658623771224308,5.0,7757.941,5942.0,2015-03-02
125,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', '3.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 1700.00']",0.7939914163090128,2.0,4329.787,5289.0,2015-02-28
126,"['Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', 'Month <= 3.00', '4.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 107.00']",0.7413333333333333,3.0,5286.3047,4708.0,2015-02-27
127,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 2.00', 'PromoOpen > 24168.75', '6.00 < CompetitionOpenSinceMonth <= 10.00']",0.6371976647206005,3.0,4646.9272,4042.0,2015-02-26
128,"['CompetitionDistance > 870.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 3.00', 'Month <= 2.00', 'PromoOpen > 29.00', '36.00 < CompetitionOpen <= 24171.00', 'Promo2SinceYear <= 2013.00', 'CompetitionOpenSinceMonth <= 9.00']",0.5929752066115702,3.0,4560.729,3875.0,2015-02-25
129,"['CompetitionDistance > 870.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 4.00', 'Month <= 2.00', 'PromoOpen > 29.00', 'CompetitionOpenSinceMonth <= 10.00', 'CompetitionOpen > 70.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.5845410628019324,3.0,4542.8794,4054.0,2015-02-24
130,"['Assortment <= 1.00', 'Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'Month <= 2.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2013.00', 'DayOfWeek <= 3.00']",0.6765799256505576,2.0,4504.927,3598.0,2015-02-23
131,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 3.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00', 'Promo2SinceWeek <= 35.00']",0.7901740020470829,2.0,4097.626,4475.0,2015-02-21
132,"['870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 5.00', 'Month <= 2.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceWeek <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo > 0.00']",0.6738805970149254,3.0,5745.6265,4651.0,2015-02-20
133,"['870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', 'Month <= 2.00', 'CompetitionOpen > 70.00', 'Promo2SinceWeek <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo > 0.00']",0.761968085106383,3.0,5650.348,4460.0,2015-02-19
134,"['870.00 < CompetitionDistance <= 2960.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', 'Month <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24168.75', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2013.00']",0.6871345029239766,4.0,5834.5083,4180.0,2015-02-18
135,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 2.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month <= 3.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2009.00']",0.7773212818405916,4.0,6223.569,4833.0,2015-02-17
136,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', 'Month <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 24158.00', 'DayOfWeek <= 2.00', 'Promo2SinceWeek <= 5.00']",0.5698224852071005,4.0,6755.7056,4303.0,2015-02-16
137,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.7729903536977492,2.0,4122.687,5015.0,2015-02-14
138,"['870.00 < CompetitionDistance <= 2960.00', 'Promo <= 0.00', 'Assortment <= 1.00', '4.00 < DayOfWeek <= 5.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Month <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2013.00']",0.7679856115107914,3.0,5046.7705,4726.0,2015-02-13
139,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', '3.00 < DayOfWeek <= 4.00', 'Promo2SinceYear <= 0.00', 'Month <= 2.00', 'PromoOpen > 48.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 0.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00']",0.6615384615384615,3.0,4564.877,3900.0,2015-02-12
140,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'Assortment <= 1.00', 'DayOfWeek <= 3.00', 'Month <= 2.00', 'PromoOpen > 24160.25', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceYear <= 2009.00', 'Promo2SinceWeek <= 0.00']",0.7003179650238474,3.0,4601.846,3735.0,2015-02-11
141,"['CompetitionDistance > 870.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 3.00', 'Month <= 2.00', 'PromoOpen > 29.00', '70.00 < CompetitionOpen <= 24171.00', 'CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.60079275198188,3.0,4595.192,3136.0,2015-02-10
142,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', 'Month <= 2.00', 'PromoOpen > 24160.25', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 14.00', 'Promo2SinceYear <= 2009.00']",0.7096774193548387,3.0,4759.873,3965.0,2015-02-09
143,"['Assortment <= 1.00', '5.00 < DayOfWeek <= 6.00', 'Promo <= 1.00', 'CompetitionOpenSinceMonth > 6.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.7727272727272727,2.0,4108.832,4663.0,2015-02-07
144,"['870.00 < CompetitionDistance <= 1700.00', '4.00 < DayOfWeek <= 5.00', 'Promo > 0.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', 'Month <= 2.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6994906621392191,4.0,5890.8086,5022.0,2015-02-06
145,"['Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 2.00', 'CompetitionOpen > 70.00', 'Promo2SinceWeek <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo > 0.00']",0.7894736842105263,3.0,5690.7407,4394.0,2015-02-05
146,"['870.00 < CompetitionDistance <= 2960.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Month <= 2.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00', 'CompetitionOpen > 70.00']",0.6759124087591241,4.0,5861.998,4672.0,2015-02-04
147,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', '1.00 < DayOfWeek <= 2.00', 'Assortment <= 1.00', 'Month <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 29.00', 'CompetitionOpen > 70.00']",0.7580838323353294,4.0,6342.8154,4901.0,2015-02-03
148,"['0.00 < Promo <= 1.00', 'PromoOpen > 24168.75', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 24171.00', 'Month <= 3.00', 'DayOfWeek <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 14.00', 'Assortment <= 3.00']",0.7746478873239436,5.0,7469.907,6038.0,2015-02-02
149,"['Promo <= 0.00', '5.00 < DayOfWeek <= 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2013.00']",0.7735849056603774,2.0,4500.005,5363.0,2015-01-31
150,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '4.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2009.00']",0.6999154691462384,4.0,6306.499,5577.0,2015-01-30
